image,person,posture,body,female,male,dominant,center
4_30614.jpg,yes,female standing,female upper body with legs,"cheerfully, holding product",no males shown,neither,female
4_30814.jpg,yes,"male, active paddling posture","male, upper body without legs",no females shown,"energetic, focused, sporty",neither,male
4_30894.jpg,yes,"female, sitting &","female, upper body with legs &",playful and energetic,,neither,female
4_31044.jpg,yes,"male, seated","male, upper body with legs",no females portrayed,"positively, actively demonstrating product",neither,male
4_31114.jpg,yes,"male, standing &","male, upper body without legs &",no females portrayed,"neutral, calm",neither,male
4_3114.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,"neutral, engaged in activity","neutral, engaged in activity",neither,both
4_31164.jpg,yes,mixed genders; various postures &,mixed genders; multiple options &,"variously, neutrally, or positively portrayed","variously, neutrally, or positively portrayed",neither,both
4_3124.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,"happily, content","happily, content",neither,both
4_3134.jpg,yes,"female, lying down &","female, upper body without legs &","playfully, with oversized glasses",no males depicted,neither,female
4_31364.jpg,yes,male standing & female standing & male standing,male upper body with legs & female upper body with legs & male upper body with legs,"casually, happily, festive","casually, happily, festive",neither,both
4_31424.jpg,yes,female sitting & child sitting & child sitting,female upper body with legs & child upper body with legs & child upper body with legs,engaged and caring,"cannot determine, no adult males shown",neither,female
4_31594.jpg,yes,male standing &,male upper body with legs &,no females portrayed,"casual, leaning against a fridge",neither,male
4_3164.jpg,yes,"male, seated","male, upper body with legs",no females depicted,"cheerful, energetic",neither,male
4_31794.jpg,yes,female sitting & female standing,female upper body without legs & female upper body with legs,"casual, expressive",no males portrayed,neither,female
4_31804.jpg,yes,male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,males portrayed posing confidently,neither,neither
4_31824.jpg,yes,"male, sitting &","male, upper body without legs &",no females portrayed,"neutral, examining knee",neither,male
4_31834.jpg,yes,"female, leaning","female, upper body with legs","reflective, solitary",not applicable,neither,female
4_31894.jpg,yes,"female, standing & female, leaning","female, upper body with legs & female, upper body with legs","confident, fashionable",not applicable (no males shown),neither,female
4_31944.jpg,yes,"male, standing","male, upper body without legs",not applicable,"neutral, non-dominant posture",neither,male
4_31964.jpg,yes,male seated & male seated,male upper body with legs & male upper body with legs,no females shown.,"casually, confidently.",neither,both
4_31984.jpg,yes,"female, reclining &","female, upper body without legs &","relaxed, outdoors",no males portrayed,neither,female
4_3204.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
4_32154.jpg,yes,"male, jumping","male, upper body with legs",no females shown,"athletic, powerful",neither,male
4_32304.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females shown,"casual, relaxed",neither,both
4_32314.jpg,no,,,not applicable.,not applicable.,neither,neither
4_324.jpg,no,,,,,neither,neither
4_32444.jpg,yes,"male, standing","male, upper body without legs",no females shown,"confident, promotional",neither,male
4_32604.jpg,yes,female standing & female crouching & female kneeling,female upper body with legs & female upper body with legs & female upper body with legs,"positively, energetically",there are no males portrayed.,neither,female
4_32674.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"playfully, in a maid costume","humorously, in elegant attire with feathers",neither,both
4_3274.jpg,yes,female seated & female seated & female seated,female upper body without legs & female upper body without legs & female upper body without legs,positively and beautified,no males present,neither,female
4_32834.jpg,yes,"female, head tilted","female, face only","confident, alluring",no males shown,neither,female
4_32854.jpg,yes,"female, facing forward","female, face only",confident and approachable,no males present,neither,female
4_32874.jpg,yes,"female, facing forward","female, face only","confident, attractive",not applicable,neither,female
4_32894.jpg,yes,"female, head tilted &","female, face only &",stylish and confident,no males portrayed,neither,female
4_32914.jpg,yes,"female, reclining &","female, face only &","glamorous, attractive",no males shown,female,female
4_32934.jpg,yes,"female, facing forward &","female, upper body with legs &",confident and attractive.,no males portrayed.,neither,female
4_3294.jpg,yes,"female, looking down &","female, upper body without legs &","professionally, confidently",not applicable,neither,female
4_32994.jpg,yes,"female, facing forward","female, face only","attractive, approachable",,neither,female
4_33004.jpg,yes,female & smiling & female & smiling & female & smiling,female & face only & female & upper body without legs & female & upper body without legs,"positively, smiling, approachable",not applicable,neither,female
4_33034.jpg,yes,"female, reclining &","female, upper body without legs &","confident, relaxed",no males depicted,neither,female
4_33054.jpg,yes,"female, head tilted slightly","female, face only","positively, smiling",no males present,neither,female
4_33084.jpg,yes,"female, smiling & holding flower","female, face only",happy and approachable,not applicable,neither,female
4_33094.jpg,yes,"female, facing forward","female, upper body without legs",confident and glamorous,no males present,neither,female
4_33104.jpg,yes,"female, facing forward &","female, upper body without legs &","confident, attractive, composed",no males shown,neither,female
4_33114.jpg,yes,"female, standing","female, upper body with legs","confident, poised",there are no males in the image.,neither,female
